"week","theme","question_1","answer_1","question_2","answer_2","question_3","answer_3"
"5","Crushing Time","Waar stel ik uit terwijl ik al weet wat nodig is?","Ik stel alle zakelijke doelen uit wat ik gepland heb door alles in twijfel te trekken en mijn continu af te vragen waar ik mee bezig ben. Ik verdwaal in informatie vergaren en ga zonder structuur mijn tijd uitgeven.","Wat is een beslissing die ik vandaag uitvoer niet plan?","Ik ga alles doen met 25% minder tijd en ik evalueer een keer per maand of ik op de juiste weg ben en niet meer op elke willekeurige moment/dag waardoor ik mijzelf continu naar beneden trekken.","Kijk naar je acties en deadlines. Welke deadlines kun je naar voren schuiven? Lever resultaat in plaats van planning.","Dat is lastig want we hebben al een hele strakke planning voor Q1. Ik ga alle acties op mijn naam in 25% minder tijd implementeren."
