"week","theme","question_1","answer_1","question_2","answer_2","question_3","answer_3"
"3","War on Weakness","Waar kies ik gemak boven groei?","Professionel kies ik een opdracht (uurtje/factuurtje) in plaats van mijn eigen bedrijf te bouwen|Professioneel kies ik om thuis te werken in plaats van afspraken met potentiele klanten te maken|Persoonlijk kies ik relatiegesprekken uit te stellen in plaats van ze te plannen en te houden","Waar houd ik mezelf tegen in actie?","Ik hou me in actie tegen bij het creeren van mijn web apps, door steeds een andere app te beginnen en geen te monetizen|Ik hou me in actie tegen om de acties van mijn plannen niet op te pakken (vereiste acties om mijn doelen te halen)|Ik hou me in actie tegen om mijn competenties te laten zien en erin geloven","Formuleer een zin: Ik verklaar de oorlog aan ... in mijzelf.","Ik verklaar oorlog aan de angst om potentiele klanten of partners te bellen en steeds contact uitstellen|Ik verklaar oorlog aan om mij professional niet te laten zien op LinkedIn en persoonlijk|Ik verklaar oorlog aan stressen over mijn financiele situatie en pensioen plannen|Ik verklaar oorlog aan continue twijfelen over wel of niet onderneemster zijn en geen keuze maken"
